"","text","publication","X","Id","X1","X2","X3","X4","X5","X6","X7","X8","D","G"
"41","DSW is on track to end fiscal 2018 with a little over $3 billion in annual revenue, so it is still small enough that taking a significant chunk of Payless' market share could have a meaningful impact on its revenue and earnings growth.","Motley Fool","19-Feb","41",0.00146864374072836,0.403309581739556,0.00187703498626185,0.00237334183370851,0.00116248949584835,0.0754901175087775,0.488612791039763,0.025705999655356,0,0
"42","The parent of Famous Footwear could also profit","Motley Fool","19-Feb","42",0.00664865928385795,0.543239968341408,0.00849747678177337,0.010744294738647,0.00526267628058412,0.0211062532279046,0.395008740185655,0.00949193116017007,0,0
"43","Caleres is also well positioned to benefit from Payless' demise. While the company makes shoes under a number of midrange-to-upscale brands, including Naturalizer and Allen Edmonds, it generates the majority of its revenue -- $1.6 billion out of a total of $2.8 billion in fiscal 2017 -- from its Famous Footwear chain.","Motley Fool","19-Feb","43",0.0012353229036573,0.319377971624906,0.00157883375334128,0.001996293208545,0.00097780684291093,0.142931252741933,0.490421856814413,0.0414806621102934,0,0
"44","Famous Footwear has more of a focus on name-brand athletic shoes than Payless (or DSW, for that matter), but it still has plenty of overlap with Payless in terms of styles and price points. It has an even broader store footprint than DSW, with roughly 1,000 U.S. locations. It also already has a robust kids' offering: Caleres gets about 9% of its revenue from children's shoes, and that percentage is probably significantly higher for the Famous Footwear chain itself.","Motley Fool","19-Feb","44",0.00076461493490664,0.39434808010908,0.000977234263175568,0.00123562478861773,0.049771729828997,0.00242727980920283,0.549383836889919,0.00109159937610164,0,0
"45","While Famous Footwear doesn't have quite the same sales momentum as DSW, it was on track to post low-single-digit comp sales growth in fiscal 2018 as of last November. And after closing some underperforming locations last year, it has a more productive store base.","Motley Fool","19-Feb","45",0.00131358021701046,0.255144221702192,0.00167885236985196,0.00212275774887154,0.00103975059565605,0.0252865377914888,0.648189289971573,0.0652250096033564,0,0
"46","DSW and Caleres' Famous Footwear chain will be just two of many chains looking to gain market share as the last Payless ShoeSource stores close a few months from now. But their common focus on selling discounted shoes in a self-serve ""open-sell"" format should make DSW and Famous Footwear go-to shoe stores for many former Payless customers.","Motley Fool","19-Feb","46",0.00101385298360057,0.343610932535819,0.00129577886615337,0.001638395774605,0.000802504658608125,0.0684115784656585,0.386200265732714,0.197026690982841,0,0
"47","10 stocks we like better than Caleres","Motley Fool","19-Feb","47",0.00845629431856093,0.0112367724008082,0.0108077676361418,0.0136654496307177,0.00669349076737553,0.0268446135735313,0.230523939530488,0.691771672142376,0,0
"48","When investing geniuses David and Tom Gardner have a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has quadrupled the market.*","Motley Fool","19-Feb","48",0.00171101954693727,0.00227361258939009,0.00218680913737893,0.00276502337253367,0.44144437993704,0.0054316532542479,0.54174477212325,0.00244273003922228,0,0
"49","David and Tom just revealed what they believe are the ten best stocks for investors to buy right now… and Caleres wasn't one of them! That's right -- they think these 10 stocks are even better buys.","Motley Fool","19-Feb","49",0.00171101954693727,0.00227361258939009,0.00218680913737893,0.00276502337253367,0.00135433951430544,0.0054316532542479,0.404216634491145,0.580060908094061,0,0
"50","Payless ShoeSource filed for bankruptcy protection on Monday, a day after it began winding down its 2,500 U.S. stores.","CNBC","19-Feb","50",0.00338883726895065,0.00450310640335601,0.00433118389447788,0.00547639228969326,0.00268239847353367,0.55553307228755,0.419246949753184,0.00483805962925404,0,0
"51","The retailer, founded in 1956 in Topeka, Kansas, expects all stores to remain open until at least the end of March and the majority until May. That will keep many of its stores open through the Easter holiday, when it generates much of its sales.","CNBC","19-Feb","51",0.00137150307287315,0.00182246115098644,0.0238005861466561,0.00221636161830187,0.00108559882258992,0.665784976788735,0.301960491662461,0.0019580207373959,0,0
"52","Payless said in court documents that many of its stores did not generate enough cash to support the costs of sourcing, design and merchandising.","CNBC","19-Feb","52",0.0024532923477847,0.00325994894527184,0.0425735800533509,0.00396454306639864,0.00194187773757198,0.00778800767549314,0.461259218845495,0.476759531328634,0,0
"53","The liquidation will not impact its franchised or Latin American stores, where it is the region's largest specialty footwear retailer. Payless said in court documents that is looking to reorganize its Latin American and franchise businesses, which include looking for capital to support those businesses.","CNBC","19-Feb","53",0.00131358021701046,0.14956141804621,0.00167885236985196,0.00212275774887154,0.00103975059565605,0.510967434609003,0.331440879003629,0.00187532740976758,0,0
"54","The filing marks its second trip to bankruptcy court. It first filed for bankruptcy protection in April 2017, eliminating nearly 700 stores and roughly $435 million in debt.","CNBC","19-Feb","54",0.0403019518294421,0.0031362608045455,0.00301652261101497,0.00381412139754902,0.00186819951410578,0.0074925171001756,0.937000882382862,0.00336954436030541,1,0
"55","But the shoe retailer continued to face challenges, with competition ranging from Amazon to T.J. Maxx parent TJX Cos. to shoe retailer DSW. Payless had a loss of $63 million in 2018 and a loss of $4 million in 2017.","CNBC","19-Feb","55",0.00181062425990369,0.26436744528756,0.118741434586437,0.00292598550757161,0.00143318057653816,0.00574784967894155,0.602388549803841,0.0025849302992057,0,0
"56","The fallout from the retail apocalypse is far from over.","Business Insider","25-Feb","56",0.00664865928385795,0.00883477659703145,0.329140591828399,0.010744294738647,0.432786829676085,0.0211062532279046,0.181246663487904,0.00949193116017007,0,0
"57","Two months into 2019, four retailers have already filed for bankruptcy protection: Payless ShoeSource, Charlotte Russe, Gymboree, and FullBeauty Brands.","Business Insider","25-Feb","57",0.00305588339280318,0.00406067538271095,0.00390564429150355,0.447064151706305,0.0024188523371293,0.00970094059114224,0.525431132904976,0.00436271939342989,0,0
"58","Ratings agencies are expecting more defaults in the coming months.","Business Insider","25-Feb","58",0.00547772863520895,0.00727883723395608,0.359231548380179,0.0088520600082338,0.00433583844941188,0.10544677085726,0.501556959614088,0.00782025682166187,0,0
"59","""As the US retail industry emerges from one of its worst multi-year default cycles yet, companies are getting ready for a second, though less virulent round among smaller, weaker names,"" analysts for Moody's Investors Service wrote in a report on Thursday.","Business Insider","25-Feb","59",0.00140242328651187,0.114587370060553,0.182150515486917,0.00226632896879055,0.113833895344574,0.049541539292229,0.48912623492591,0.0470916926345148,0,0
"60","The report identified 17 retailers with the highest risk of defaulting or filing for bankruptcy protection:","Business Insider","25-Feb","60",0.0649421252085934,0.00505373642243315,0.004860791604539,0.00614603358191331,0.00301039630222223,0.0732122685781866,0.715067184669715,0.127707463632398,0,0
"61","In 2017, PetSmart — the largest US pet retailer, with more than 1,600 pet stores in the US, Canada, and Puerto Rico — purchased Chewy.com for $3.4 billion in what was the largest e-commerce acquisition at the time. Since then, the company has been struggling to pay down roughly $8 billion in debt amid growing competition online from Walmart, Amazon, Target, and others.","Business Insider","25-Feb","61",0.000997593926120511,0.161694594401134,0.00127499859188578,0.017649019574654,0.000789634972782486,0.131462063267359,0.684707884388613,0.00142421087745154,1,0
"62","The luxury department-store chain Neiman Marcus has reported five consecutive quarters of positive sales growth after years of losses, but it's still grappling with nearly $5 billion in debt.","Business Insider","25-Feb","62",0.129550347701616,0.130202650770273,0.00253551360084386,0.00320592878814894,0.00157029994066953,0.0062977744448792,0.723805241586221,0.00283224316734905,1,0
"63","The sporting-goods retailer Academy Sports & Outdoors, which has more than 240 locations, is struggling to compete with larger rivals like Amazon, Walmart, and Dick's Sporting Goods.","Business Insider","25-Feb","63",0.00219374142261513,0.143977698207025,0.143866405306459,0.00354510637688728,0.0370020934394795,0.00696405997140999,0.518256367310697,0.144194527965427,0,0
"64","""Academy faces a challenging turnaround amid the highly competitive sporting goods environment,"" the Moody's analyst Raya Sokolyanska wrote in a note in January. ""In the near term, the company's good liquidity, with ample revolver availability and lack of debt maturities until 2022, provides key support to an otherwise weakening credit profile.""","Business Insider","25-Feb","64",0.00116586576555399,0.00154920911736355,0.00149006240965185,0.0206260154346567,0.0196647943783152,0.0411849868646408,0.425363516897585,0.488955549132233,1,0
"65","J.Crew is saddled with $1.7 billion in debt and struggling to reverse years of sales declines by rebranding its stores. The company is also searching for a CEO to replace Jim Brett, who in November resigned after 17 months in the position.","Business Insider","25-Feb","65",0.00162180217390341,0.00215506003229909,0.00207278275649239,0.00262084727465318,0.00128372044167207,0.161576871901936,0.826353556196549,0.00231535922249468,1,0
"66","Guitar Center is remodeling its stores in an effort to revive sales after refinancing hundreds of millions of dollars in debt last year.","Business Insider","25-Feb","66",0.00255401794116207,0.00339379369157326,0.00326422324090942,0.00412731655452114,0.166250860587037,0.00810776234926854,0.808655792395963,0.00364623323956566,1,0
"67","The company's CEO, Ron Japinga, told Rolling Stone in November that the company had been ""going sideways"" for several years.","Business Insider","25-Feb","67",0.0029127922113433,0.00387053499993143,0.00372276321124065,0.0515319163527941,0.00230559001844529,0.0560715130884924,0.500827916119857,0.378756973997896,0,0
"68","""It didn't have a vision in what it — we — wanted to do,"" Japinga said, adding that the company had since refocused its mission to help people make music and had ""really started to turn the corner.""","Business Insider","25-Feb","68",0.00154142779210339,0.00204825809268824,0.00197005837041154,0.00249096153218588,0.0259994430545184,0.104010650512789,0.488048455946782,0.373890744698521,0,0
"69","The Fresh Market, which operates 161 stores across 22 US states, has been under pressure from a competitive pricing environment and an increasing number of organic offerings from traditional grocers, such as Kroger and Walmart.","Business Insider","25-Feb","69",0.00181062425990369,0.0897264603647678,0.0023141113045756,0.264887462891761,0.00143318057653816,0.00574784967894155,0.544174888162911,0.0899054227606021,0,0
"70","Evergreen AcqCo 1 LP operates the thrift-store chains Value Village and Savers, which purchases donated clothing, accessories, and household goods and resells them at more than 300 locations in the US, Canada, and Australia. The company says it prevents more than 700 million pounds of used goods from going to landfills annually and employs 22,000 people.","Business Insider","25-Feb","70",0.00118813372699599,0.00157879891226987,0.00151852250622954,0.0019200350637256,0.000940454746779498,0.00377174558658392,0.624487292268704,0.364595017188712,0,0
"71","Moran Foods operates the discount grocery chain Save-A-Lot, which has more than 1,300 stores in 36 states, according to the company's website. It was acquired by Onex Corporation, a Canadian private-equity firm, in 2016.","Business Insider","25-Feb","71",0.276767294811146,0.00227361258939009,0.00218680913737893,0.00276502337253367,0.00135433951430544,0.0879485358335106,0.624261654702512,0.00244273003922228,0,0
"72","The discount chain, with a primary price point of about $1, operates 389 locations in California, Texas, Arizona, and Nevada.","Business Insider","25-Feb","72",0.00321375962578356,0.15925958912099,0.00410742175773673,0.00519346520318999,0.00254381760773521,0.0102021206952335,0.810891715239343,0.00458811074998729,0,0
"73","Bluestem Brands owns 13 e-commerce sites, including Appleseed's, Bedford Fair, Fingerhut, Draper's & Damon's, Blair, and Gettington.","Business Insider","25-Feb","73",0.101306064715485,0.44618649133478,0.00390564429150355,0.00493833575423676,0.0024188523371293,0.157076212575165,0.279805679598271,0.00436271939342989,0,0
"74","Fairway Group operates the supermarket chain Fairway Markets, which has 15 stores and four wine shops in New York, Connecticut, and New Jersey.","Business Insider","25-Feb","74",0.00266336870544456,0.00353909961445247,0.00340398158028103,0.560901502817668,0.00210816146747407,0.00845489773748351,0.415126640667455,0.00380234740974149,0,0
"75","The company is facing fierce competition from Whole Foods, Trader Joe's, and others, according to analysts.","Business Insider","25-Feb","75",0.00338883726895065,0.113458139482037,0.00433118389447788,0.00547639228969326,0.0571599150128742,0.0107579068941445,0.800589565528568,0.00483805962925404,0,0
"76","""Without the capital to effectively conduct promotional and marketing activities in a highly competitive market, Fairway's top-line growth will prove elusive, and cash flows, liquidity and profitability will remain strained,"" the Moody's analyst Mickey Chadha wrote in a note in November.","Business Insider","25-Feb","76",0.0675146153616547,0.00182246115098644,0.00175288205039556,0.00221636161830187,0.00108559882258992,0.00435385390091957,0.368103603951243,0.553150623143909,0,0
"77","The company's CEO, Abel Porter, told Bloomberg in November that Fairway had the cash to compete.","Business Insider","25-Feb","77",0.00358408956765082,0.00476255877795144,0.00458073072850212,0.00579192180565542,0.00283694837558591,0.0113777377929396,0.501018722007191,0.466047290944524,0,0
"78","""We've moved dramatically quickly to be able to compete,"" Porter said. ""We're not burning cash; we're accumulating cash.""","Business Insider","25-Feb","78",0.00278250206079895,0.00369740470046676,0.00355624279232968,0.00449654899969081,0.00220246022105468,0.00883308808513819,0.0311224408362045,0.943309312304316,0,0
"79","David's Bridal emerged from bankruptcy in January after shrinking its debt load by about $450 million in the restructuring process.","Business Insider","25-Feb","79",0.199556246038167,0.00406067538271095,0.00390564429150355,0.00493833575423676,0.0024188523371293,0.00970094059114224,0.77105658621168,0.00436271939342989,1,0
"80","The company has seen falling sales as brides increasingly opt for casual wedding dresses over traditional gowns.","Business Insider","25-Feb","80",0.00358408956765082,0.0623788687994225,0.00458073072850212,0.351489781934482,0.00283694837558591,0.0113777377929396,0.558635032028662,0.00511681077275551,0,0
"81","The footwear seller Toms Shoes has been struggling to pay down debt five years after scoring a $313 million investment from the private-equity firm Bain Capital.","Business Insider","25-Feb","81",0.11193830106036,0.149240772628031,0.00290625426256846,0.00367469699351953,0.00179990787450832,0.0072186297162963,0.71997506608852,0.00324637137619735,1,0
"82","The company designs and manufactures nonslip footwear under the brand Shoes For Crews.","Business Insider","25-Feb","82",0.0739893857525781,0.493352113973602,0.0751942940179194,0.00700225390037452,0.0034297826342736,0.153067997416411,0.187778106713276,0.00618606559156597,0,0
"83","Indra Holdings is the parent company of the Totes and Isotoner brands, which sell umbrellas, footwear, gloves, and other cold-weather accessories. Like many other specialty apparel and accessory retailers, it's facing growing competition from Amazon, Walmart, Target, and others.","Business Insider","25-Feb","83",0.00146864374072836,0.47413747106518,0.261579295846882,0.00237334183370851,0.00116248949584835,0.00466222818315384,0.252519826621017,0.00209670321348146,0,0
"84","Pier 1 is trying to execute a turnaround with a new CEO, but analysts are skeptical that the home-goods retailer can make a comeback.","Business Insider","25-Feb","84",0.0024532923477847,0.00325994894527184,0.00313548850590313,0.122278817708742,0.278008518569706,0.00778800767549314,0.421821127298047,0.161254798949051,0,0
"85","Moody's in December downgraded its outlook on the company to negative, saying Pier 1's recovery would be ""dampened by execution issues"" and profit pressure from growing competition and tariffs on Chinese home-furnishings imports.","Business Insider","25-Feb","85",0.00171101954693727,0.00227361258939009,0.00218680913737893,0.00276502337253367,0.00135433951430544,0.0054316532542479,0.514239144596829,0.470038397988378,0,0
"86","""We expect overall liquidity to be adequate in the next 12-18 months, supported by the large revolver and lack of near-term maturities, however liquidity will weaken over time if earnings do not recover,"" Sokolyanska wrote.","Business Insider","25-Feb","86",0.00171101954693727,0.00227361258939009,0.00218680913737893,0.00276502337253367,0.00135433951430544,0.0604429083070897,0.321699751911882,0.607566535620482,0,0
"87","BevMo, originally Beverages & More, sells beer, wine, and liquor online and in stores in California, Washington, and Arizona.","Business Insider","25-Feb","87",0.106539844221933,0.15925958912099,0.00410742175773673,0.108519549799339,0.00254381760773521,0.0102021206952335,0.604239546047045,0.00458811074998729,0,0
